eje_x,eje_y,eje_z,timestamp
7270.0,12594.0,0.0,1681983767728
8396.0,12800.0,0.0,1681983767776
7168.0,10136.0,0.0,1681983767824
10342.0,17816.0,0.0,1681983767872
7270.0,9830.0,0.0,1681983767921
7782.0,10956.0,0.0,1681983767969
10444.0,12390.0,0.0,1681983768017
7064.0,10444.0,0.0,1681983768065
9624.0,12594.0,0.0,1681983768114
9318.0,14336.0,0.0,1681983768163
8294.0,11366.0,0.0,1681983768210
6860.0,14028.0,0.0,1681983768258
6656.0,14336.0,0.0,1681983768307
6860.0,11264.0,0.0,1681983768355
9216.0,11264.0,0.0,1681983768403
11058.0,13208.0,0.0,1681983768451
7576.0,11468.0,0.0,1681983768499
5836.0,13208.0,0.0,1681983768548
10444.0,11570.0,0.0,1681983768596
9318.0,10752.0,0.0,1681983768644
9216.0,9010.0,0.0,1681983768693
10240.0,11672.0,0.0,1681983768741
4812.0,13106.0,0.0,1681983768789
7064.0,14232.0,0.0,1681983768837
9728.0,11366.0,0.0,1681983768886
9420.0,10136.0,0.0,1681983768934
7782.0,13208.0,0.0,1681983768982
7270.0,11980.0,0.0,1681983769030
7474.0,14232.0,0.0,1681983769078
5016.0,14950.0,0.0,1681983769127
6656.0,11160.0,0.0,1681983769175
8600.0,12288.0,0.0,1681983769224
7678.0,11468.0,0.0,1681983769272
6246.0,13618.0,0.0,1681983769320
6860.0,13824.0,0.0,1681983769368
8190.0,12082.0,0.0,1681983769416
5836.0,11980.0,0.0,1681983769465
6552.0,13618.0,0.0,1681983769513
7884.0,13824.0,0.0,1681983769561
7884.0,14232.0,0.0,1681983769609
7986.0,9522.0,0.0,1681983769657
7474.0,7678.0,0.0,1681983769706
11878.0,12696.0,0.0,1681983769754
5016.0,10240.0,0.0,1681983769802
8908.0,11774.0,0.0,1681983769850
7680.0,11774.0,0.0,1681983769898
6656.0,12902.0,0.0,1681983769946
7680.0,11160.0,0.0,1681983769995
7782.0,12390.0,0.0,1681983770043
8192.0,14232.0,0.0,1681983770091
7884.0,12594.0,0.0,1681983770140
8704.0,10342.0,0.0,1681983770188
9318.0,12082.0,0.0,1681983770236
9420.0,11366.0,0.0,1681983770284
6656.0,10546.0,0.0,1681983770332
8908.0,12288.0,0.0,1681983770381
5632.0,9830.0,0.0,1681983770429
9318.0,13414.0,0.0,1681983770477
7884.0,12286.0,0.0,1681983770525
7372.0,12798.0,0.0,1681983770573
9624.0,11264.0,0.0,1681983770622
7576.0,11366.0,0.0,1681983770670
7576.0,8190.0,0.0,1681983770718
6040.0,13004.0,0.0,1681983770766
8396.0,13208.0,0.0,1681983770815
7884.0,11160.0,0.0,1681983770863
5016.0,15564.0,0.0,1681983770911
8294.0,10240.0,0.0,1681983770959
4504.0,12184.0,0.0,1681983771007
6144.0,11774.0,0.0,1681983771055
5938.0,14438.0,0.0,1681983771104
8192.0,14028.0,0.0,1681983771152
8396.0,12594.0,0.0,1681983771200
10444.0,15052.0,0.0,1681983771248
5016.0,14848.0,0.0,1681983771296
10034.0,9830.0,0.0,1681983771345
6040.0,12390.0,0.0,1681983771393
9318.0,10546.0,0.0,1681983771441
7270.0,11672.0,0.0,1681983771489
7576.0,14744.0,0.0,1681983771537
9112.0,13106.0,0.0,1681983771586
10238.0,14438.0,0.0,1681983771634
7064.0,9522.0,0.0,1681983771682
7372.0,14336.0,0.0,1681983771731
9318.0,8600.0,0.0,1681983771779
4710.0,12390.0,0.0,1681983771827
10034.0,13312.0,0.0,1681983771875
8192.0,14744.0,0.0,1681983771923
9522.0,12594.0,0.0,1681983771972
4504.0,13824.0,0.0,1681983772020
6348.0,11878.0,0.0,1681983772068
7474.0,11776.0,0.0,1681983772116
7884.0,9522.0,0.0,1681983772164
10546.0,12390.0,0.0,1681983772213
6962.0,10136.0,0.0,1681983772261
10136.0,12800.0,0.0,1681983772309
6142.0,12184.0,0.0,1681983772357
9112.0,14028.0,0.0,1681983772406
7372.0,10648.0,0.0,1681983772455
6758.0,10750.0,0.0,1681983772503
9522.0,12492.0,0.0,1681983772551
6348.0,12696.0,0.0,1681983772599
7168.0,11468.0,0.0,1681983772647
6656.0,9728.0,0.0,1681983772695
6450.0,13106.0,0.0,1681983772744
7782.0,10854.0,0.0,1681983772792
8294.0,10648.0,0.0,1681983772840
6552.0,14950.0,0.0,1681983772888
6348.0,11776.0,0.0,1681983772936
8192.0,12594.0,0.0,1681983772985
6860.0,11160.0,0.0,1681983773033
9112.0,10854.0,0.0,1681983773081
8190.0,13004.0,0.0,1681983773129
8704.0,14334.0,0.0,1681983773177
9624.0,10854.0,0.0,1681983773226
5324.0,11980.0,0.0,1681983773274
6040.0,9728.0,0.0,1681983773322
9522.0,10648.0,0.0,1681983773370
8704.0,10854.0,0.0,1681983773418
9420.0,11980.0,0.0,1681983773467
7474.0,11570.0,0.0,1681983773515
8088.0,10546.0,0.0,1681983773563
9932.0,14744.0,0.0,1681983773612
8806.0,11160.0,0.0,1681983773660
5426.0,13004.0,0.0,1681983773708
7474.0,12696.0,0.0,1681983773757
9728.0,12492.0,0.0,1681983773805
7884.0,15564.0,0.0,1681983773853
8088.0,14028.0,0.0,1681983773902
8600.0,12696.0,0.0,1681983773950
8908.0,11672.0,0.0,1681983773998
12082.0,15666.0,0.0,1681983774046
20376.0,20582.0,0.0,1681983774094
26828.0,25190.0,0.0,1681983774142
28978.0,27852.0,0.0,1681983774190
142130.0,138854.0,0.0,1681983774240
61030.0,28876.0,0.0,1681983774288
30412.0,27852.0,0.0,1681983774336
25804.0,25292.0,0.0,1681983774384
25292.0,24678.0,0.0,1681983774432
25190.0,28978.0,0.0,1681983774481
29080.0,23038.0,0.0,1681983774529
25598.0,29080.0,0.0,1681983774577
82944.0,75366.0,0.0,1681983774625
172544.0,154418.0,0.0,1681983774674
464280.0,472472.0,0.0,1681983774722
755404.0,684850.0,0.0,1681983774770
752230.0,682700.0,0.0,1681983774818
749568.0,665394.0,0.0,1681983774867
744856.0,629452.0,0.0,1681983774915
753458.0,703180.0,0.0,1681983774963
744652.0,694476.0,0.0,1681983775012
740146.0,708606.0,0.0,1681983775060
312216.0,269106.0,0.0,1681983775108
722942.0,714854.0,0.0,1681983775156
93798.0,40652.0,0.0,1681983775204
9214.0,12902.0,0.0,1681983775253
11878.0,14232.0,0.0,1681983775301
6654.0,8088.0,0.0,1681983775349
3584.0,11366.0,0.0,1681983775397
6552.0,10342.0,0.0,1681983775446
8192.0,8600.0,0.0,1681983775494
8088.0,12492.0,0.0,1681983775542
7372.0,10444.0,0.0,1681983775590
7884.0,9216.0,0.0,1681983775638
7680.0,9830.0,0.0,1681983775687
9318.0,11262.0,0.0,1681983775735
2968.0,9112.0,0.0,1681983775783
4914.0,10136.0,0.0,1681983775831
6758.0,12390.0,0.0,1681983775880
5734.0,10648.0,0.0,1681983775928
3276.0,9830.0,0.0,1681983775976
6758.0,7166.0,0.0,1681983776024
7678.0,9728.0,0.0,1681983776073
8192.0,5118.0,0.0,1681983776121
3276.0,12492.0,0.0,1681983776169
7680.0,7884.0,0.0,1681983776217
6144.0,11058.0,0.0,1681983776265
6348.0,10648.0,0.0,1681983776314
5938.0,12390.0,0.0,1681983776362
4812.0,9932.0,0.0,1681983776410
7782.0,8192.0,0.0,1681983776459
6142.0,9420.0,0.0,1681983776507
5324.0,11878.0,0.0,1681983776555
5222.0,11262.0,0.0,1681983776603
7168.0,13824.0,0.0,1681983776651
6348.0,9318.0,0.0,1681983776700
7168.0,9010.0,0.0,1681983776748
8190.0,8396.0,0.0,1681983776796
11058.0,11570.0,0.0,1681983776844
5222.0,8600.0,0.0,1681983776893
5222.0,9420.0,0.0,1681983776941
5222.0,11264.0,0.0,1681983776989
9522.0,8600.0,0.0,1681983777037
3992.0,9420.0,0.0,1681983777086
5836.0,9214.0,0.0,1681983777134
5938.0,10956.0,0.0,1681983777182
7782.0,9216.0,0.0,1681983777230
6040.0,10546.0,0.0,1681983777278
6552.0,11160.0,0.0,1681983777327
8088.0,9932.0,0.0,1681983777375
6144.0,10136.0,0.0,1681983777423
6654.0,10648.0,0.0,1681983777472
8396.0,10546.0,0.0,1681983777520
4812.0,9728.0,0.0,1681983777568
5528.0,9112.0,0.0,1681983777616
6348.0,10240.0,0.0,1681983777665
6246.0,10648.0,0.0,1681983777713
6246.0,7474.0,0.0,1681983777761
4914.0,10444.0,0.0,1681983777809
8192.0,11262.0,0.0,1681983777858
7168.0,9420.0,0.0,1681983777906
6962.0,8088.0,0.0,1681983777955
7372.0,9624.0,0.0,1681983778003
6656.0,9830.0,0.0,1681983778051
7168.0,10034.0,0.0,1681983778099
1842.0,7680.0,0.0,1681983778147
7064.0,10750.0,0.0,1681983778196
6348.0,8396.0,0.0,1681983778244
7782.0,12492.0,0.0,1681983778292
7064.0,9728.0,0.0,1681983778341
6758.0,11264.0,0.0,1681983778389
6246.0,8908.0,0.0,1681983778437
6246.0,10444.0,0.0,1681983778485
5016.0,12082.0,0.0,1681983778534
7680.0,5938.0,0.0,1681983778582
5426.0,7064.0,0.0,1681983778630
7270.0,9522.0,0.0,1681983778678
5222.0,13618.0,0.0,1681983778726
10342.0,8498.0,0.0,1681983778775
8908.0,9420.0,0.0,1681983778823
10342.0,11672.0,0.0,1681983778871
6348.0,11366.0,0.0,1681983778920
9010.0,8908.0,0.0,1681983778968
5222.0,9420.0,0.0,1681983779016
8600.0,11058.0,0.0,1681983779064
6552.0,10956.0,0.0,1681983779112
5528.0,7576.0,0.0,1681983779160
5734.0,13720.0,0.0,1681983779209
6860.0,11776.0,0.0,1681983779257
6962.0,11262.0,0.0,1681983779305
6450.0,9318.0,0.0,1681983779353
6144.0,11160.0,0.0,1681983779401
7680.0,9830.0,0.0,1681983779450
2456.0,9216.0,0.0,1681983779499
8396.0,8806.0,0.0,1681983779547
7576.0,11058.0,0.0,1681983779595
7064.0,8088.0,0.0,1681983779643
6654.0,9932.0,0.0,1681983779691
5632.0,12390.0,0.0,1681983779740
6552.0,10956.0,0.0,1681983779787
6962.0,10342.0,0.0,1681983779836
10240.0,9112.0,0.0,1681983779884
11366.0,7064.0,0.0,1681983779932
7474.0,9726.0,0.0,1681983779980
7782.0,11058.0,0.0,1681983780028
6348.0,12798.0,0.0,1681983780076
9010.0,6348.0,0.0,1681983780126
9726.0,9420.0,0.0,1681983780174
8498.0,9624.0,0.0,1681983780222
7576.0,8600.0,0.0,1681983780270
6348.0,9112.0,0.0,1681983780318
5426.0,8908.0,0.0,1681983780366
6860.0,9932.0,0.0,1681983780415
7474.0,8600.0,0.0,1681983780463
6040.0,7986.0,0.0,1681983780511
4096.0,10034.0,0.0,1681983780559
8294.0,9420.0,0.0,1681983780607
6758.0,12288.0,0.0,1681983780655
9728.0,9522.0,0.0,1681983780704
7474.0,7270.0,0.0,1681983780752
5528.0,6450.0,0.0,1681983780800
6656.0,9216.0,0.0,1681983780848
5734.0,8396.0,0.0,1681983780896
8192.0,7270.0,0.0,1681983780945
8908.0,12594.0,0.0,1681983780993
6758.0,10444.0,0.0,1681983781041
4812.0,9214.0,0.0,1681983781089
4402.0,8704.0,0.0,1681983781138
5938.0,10648.0,0.0,1681983781187
5016.0,8806.0,0.0,1681983781234
6040.0,9522.0,0.0,1681983781282
4198.0,8088.0,0.0,1681983781330
5632.0,10854.0,0.0,1681983781379
4402.0,11264.0,0.0,1681983781427
4198.0,10240.0,0.0,1681983781476
9010.0,11468.0,0.0,1681983781524
8190.0,11672.0,0.0,1681983781572
6654.0,11672.0,0.0,1681983781620
8600.0,8498.0,0.0,1681983781668
7168.0,9830.0,0.0,1681983781717
9522.0,9420.0,0.0,1681983781765
7064.0,11468.0,0.0,1681983781813
9010.0,7576.0,0.0,1681983781861
7064.0,7986.0,0.0,1681983781910
9522.0,10034.0,0.0,1681983781958
8498.0,5836.0,0.0,1681983782006
12082.0,7782.0,0.0,1681983782054
7680.0,7680.0,0.0,1681983782103
8908.0,9216.0,0.0,1681983782151
9112.0,7064.0,0.0,1681983782199
6450.0,8396.0,0.0,1681983782248
8192.0,9214.0,0.0,1681983782296
10648.0,8192.0,0.0,1681983782344
8498.0,10342.0,0.0,1681983782393
7474.0,8600.0,0.0,1681983782441
8396.0,7270.0,0.0,1681983782489
9522.0,9112.0,0.0,1681983782537
8294.0,9216.0,0.0,1681983782586
7064.0,7986.0,0.0,1681983782634
10136.0,8908.0,0.0,1681983782683
7782.0,7270.0,0.0,1681983782731
7166.0,8294.0,0.0,1681983782779
7986.0,6552.0,0.0,1681983782828
7168.0,9932.0,0.0,1681983782876
7064.0,7166.0,0.0,1681983782924
5324.0,7986.0,0.0,1681983782972
9010.0,8498.0,0.0,1681983783021
7986.0,9112.0,0.0,1681983783069
8498.0,7884.0,0.0,1681983783117
6758.0,9830.0,0.0,1681983783166
9318.0,9932.0,0.0,1681983783214
8600.0,8600.0,0.0,1681983783262
7884.0,10854.0,0.0,1681983783310
6450.0,6758.0,0.0,1681983783358
9522.0,9010.0,0.0,1681983783406
7576.0,7680.0,0.0,1681983783455
8498.0,9522.0,0.0,1681983783503
7474.0,6758.0,0.0,1681983783551
6552.0,6656.0,0.0,1681983783600
6860.0,11468.0,0.0,1681983783648
7576.0,7884.0,0.0,1681983783696
6450.0,8498.0,0.0,1681983783744
7782.0,6860.0,0.0,1681983783793
11672.0,7474.0,0.0,1681983783841
5632.0,10956.0,0.0,1681983783890
6654.0,7270.0,0.0,1681983783938
9112.0,8498.0,0.0,1681983783986
6962.0,9522.0,0.0,1681983784035
6860.0,10956.0,0.0,1681983784083
9624.0,8908.0,0.0,1681983784131
6348.0,10546.0,0.0,1681983784179
7986.0,7680.0,0.0,1681983784227
7372.0,7986.0,0.0,1681983784275
9216.0,7576.0,0.0,1681983784323
3992.0,10136.0,0.0,1681983784372
8498.0,9830.0,0.0,1681983784420
9830.0,7474.0,0.0,1681983784468
7474.0,10034.0,0.0,1681983784516
9010.0,10546.0,0.0,1681983784566
9420.0,10956.0,0.0,1681983784614
10034.0,9420.0,0.0,1681983784662
6450.0,7474.0,0.0,1681983784710
8908.0,9932.0,0.0,1681983784758
9420.0,9624.0,0.0,1681983784807
9522.0,7474.0,0.0,1681983784855
7270.0,7064.0,0.0,1681983784903
4504.0,7884.0,0.0,1681983784951
8088.0,8192.0,0.0,1681983785000
8498.0,7678.0,0.0,1681983785048
4914.0,9726.0,0.0,1681983785096
6860.0,8294.0,0.0,1681983785144
7884.0,9112.0,0.0,1681983785192
6144.0,6348.0,0.0,1681983785240
6860.0,7680.0,0.0,1681983785289
7064.0,10136.0,0.0,1681983785337
9010.0,7884.0,0.0,1681983785386
9522.0,9112.0,0.0,1681983785434
6860.0,7986.0,0.0,1681983785483
9932.0,9214.0,0.0,1681983785531
5938.0,8088.0,0.0,1681983785579
9420.0,8294.0,0.0,1681983785627
6450.0,6552.0,0.0,1681983785675
7986.0,7782.0,0.0,1681983785723
6348.0,10342.0,0.0,1681983785771
9932.0,6142.0,0.0,1681983785820
9420.0,10034.0,0.0,1681983785868
6758.0,8600.0,0.0,1681983785917
6656.0,9624.0,0.0,1681983785965
4402.0,10854.0,0.0,1681983786013
4710.0,8908.0,0.0,1681983786061
8600.0,10342.0,0.0,1681983786110
