eje_x,eje_y,eje_z,timestamp
14042.0,11506.0,0.0,1681978425415
14320.0,11456.0,0.0,1681978425468
14520.0,11672.0,0.0,1681978425523
14586.0,11950.0,0.0,1681978425577
14602.0,11866.0,0.0,1681978425630
14742.0,12006.0,0.0,1681978425684
14706.0,12040.0,0.0,1681978425739
14668.0,12060.0,0.0,1681978425792
14766.0,12084.0,0.0,1681978425846
14718.0,12060.0,0.0,1681978425901
14614.0,11942.0,0.0,1681978425954
11672.0,9728.0,0.0,1681978426004
11160.0,7166.0,0.0,1681978426053
13720.0,7372.0,0.0,1681978426101
12594.0,7576.0,0.0,1681978426150
9420.0,6450.0,0.0,1681978426200
9932.0,4402.0,0.0,1681978426249
14744.0,8192.0,0.0,1681978426298
13106.0,6348.0,0.0,1681978426347
11366.0,9522.0,0.0,1681978426396
13208.0,8600.0,0.0,1681978426445
13106.0,10034.0,0.0,1681978426494
11570.0,7680.0,0.0,1681978426542
9624.0,3174.0,0.0,1681978426590
13106.0,9318.0,0.0,1681978426640
9112.0,8806.0,0.0,1681978426688
13208.0,8806.0,0.0,1681978426737
10752.0,7884.0,0.0,1681978426785
10136.0,8600.0,0.0,1681978426834
11058.0,3788.0,0.0,1681978426883
13720.0,7782.0,0.0,1681978426932
11264.0,7168.0,0.0,1681978426980
10648.0,5222.0,0.0,1681978427028
13618.0,8088.0,0.0,1681978427078
15256.0,8908.0,0.0,1681978427126
8396.0,9318.0,0.0,1681978427174
13208.0,7474.0,0.0,1681978427223
11366.0,8600.0,0.0,1681978427271
13824.0,11366.0,0.0,1681978427321
11672.0,3788.0,0.0,1681978427369
10546.0,7576.0,0.0,1681978427418
13004.0,7270.0,0.0,1681978427466
11160.0,9420.0,0.0,1681978427515
11774.0,3480.0,0.0,1681978427563
10854.0,7474.0,0.0,1681978427613
10444.0,6552.0,0.0,1681978427661
11878.0,6552.0,0.0,1681978427710
12390.0,8908.0,0.0,1681978427759
12492.0,5734.0,0.0,1681978427807
9830.0,6552.0,0.0,1681978427856
10034.0,7270.0,0.0,1681978427905
12902.0,8704.0,0.0,1681978427953
12594.0,7372.0,0.0,1681978428002
8396.0,9112.0,0.0,1681978428051
9522.0,10444.0,0.0,1681978428099
12696.0,8396.0,0.0,1681978428148
12184.0,9318.0,0.0,1681978428196
10136.0,8396.0,0.0,1681978428245
11776.0,10136.0,0.0,1681978428294
11160.0,7064.0,0.0,1681978428342
13720.0,8806.0,0.0,1681978428391
13720.0,6962.0,0.0,1681978428440
13004.0,7884.0,0.0,1681978428488
12594.0,8294.0,0.0,1681978428537
13414.0,7986.0,0.0,1681978428586
14130.0,7986.0,0.0,1681978428634
11468.0,8192.0,0.0,1681978428683
13414.0,8294.0,0.0,1681978428731
11366.0,7986.0,0.0,1681978428780
11878.0,9624.0,0.0,1681978428829
9830.0,6860.0,0.0,1681978428878
9214.0,7680.0,0.0,1681978428927
12492.0,10956.0,0.0,1681978428976
10034.0,9112.0,0.0,1681978429024
11776.0,9726.0,0.0,1681978429073
10750.0,9522.0,0.0,1681978429122
11058.0,7986.0,0.0,1681978429170
14642.0,7168.0,0.0,1681978429219
12696.0,6450.0,0.0,1681978429268
12594.0,5630.0,0.0,1681978429316
12798.0,8704.0,0.0,1681978429364
11468.0,7884.0,0.0,1681978429414
13106.0,11672.0,0.0,1681978429462
11468.0,5324.0,0.0,1681978429511
15052.0,7372.0,0.0,1681978429559
17714.0,5630.0,0.0,1681978429608
8908.0,6040.0,0.0,1681978429657
8806.0,3582.0,0.0,1681978429705
9728.0,4914.0,0.0,1681978429754
11160.0,7474.0,0.0,1681978429803
12390.0,5836.0,0.0,1681978429851
11776.0,9522.0,0.0,1681978429899
13720.0,3992.0,0.0,1681978429948
12082.0,8088.0,0.0,1681978429997
9216.0,7782.0,0.0,1681978430046
10136.0,6758.0,0.0,1681978430095
9420.0,6040.0,0.0,1681978430143
11058.0,7782.0,0.0,1681978430192
10444.0,7782.0,0.0,1681978430240
11774.0,6552.0,0.0,1681978430289
12594.0,6348.0,0.0,1681978430337
13720.0,6450.0,0.0,1681978430387
8498.0,5426.0,0.0,1681978430436
12288.0,6144.0,0.0,1681978430484
9010.0,4812.0,0.0,1681978430533
12082.0,7680.0,0.0,1681978430581
13004.0,5938.0,0.0,1681978430630
11878.0,4504.0,0.0,1681978430679
11264.0,9522.0,0.0,1681978430727
11058.0,5016.0,0.0,1681978430776
9932.0,9830.0,0.0,1681978430825
11160.0,7168.0,0.0,1681978430873
11570.0,6962.0,0.0,1681978430922
9010.0,8600.0,0.0,1681978430971
15052.0,6246.0,0.0,1681978431019
9112.0,7680.0,0.0,1681978431068
11058.0,10342.0,0.0,1681978431117
13618.0,8600.0,0.0,1681978431165
11468.0,5938.0,0.0,1681978431214
13106.0,7372.0,0.0,1681978431263
13004.0,6040.0,0.0,1681978431311
10444.0,6246.0,0.0,1681978431360
10752.0,8498.0,0.0,1681978431409
10238.0,7576.0,0.0,1681978431457
8396.0,9112.0,0.0,1681978431506
10750.0,4300.0,0.0,1681978431555
11980.0,8806.0,0.0,1681978431603
12390.0,4812.0,0.0,1681978431652
12800.0,7168.0,0.0,1681978431700
12288.0,5016.0,0.0,1681978431749
10854.0,5324.0,0.0,1681978431798
11878.0,9420.0,0.0,1681978431847
11672.0,7576.0,0.0,1681978431896
11776.0,10648.0,0.0,1681978431944
14336.0,5734.0,0.0,1681978431993
12800.0,8294.0,0.0,1681978432041
11980.0,7168.0,0.0,1681978432090
9420.0,7474.0,0.0,1681978432139
11570.0,8294.0,0.0,1681978432187
11160.0,8498.0,0.0,1681978432236
9932.0,9010.0,0.0,1681978432284
12390.0,7680.0,0.0,1681978432333
11672.0,9932.0,0.0,1681978432382
12184.0,8294.0,0.0,1681978432430
11878.0,8704.0,0.0,1681978432479
11468.0,7270.0,0.0,1681978432528
12184.0,7474.0,0.0,1681978432576
13414.0,5632.0,0.0,1681978432625
9522.0,6860.0,0.0,1681978432673
13516.0,6144.0,0.0,1681978432723
11160.0,7576.0,0.0,1681978432771
11878.0,6860.0,0.0,1681978432820
11672.0,7680.0,0.0,1681978432868
12492.0,8088.0,0.0,1681978432917
11366.0,8702.0,0.0,1681978432966
10546.0,5938.0,0.0,1681978433014
12390.0,6654.0,0.0,1681978433063
12696.0,8498.0,0.0,1681978433112
11878.0,8498.0,0.0,1681978433160
10342.0,6656.0,0.0,1681978433209
10342.0,7270.0,0.0,1681978433258
9112.0,7372.0,0.0,1681978433307
11366.0,8088.0,0.0,1681978433356
10444.0,5324.0,0.0,1681978433404
12696.0,3788.0,0.0,1681978433453
10034.0,5324.0,0.0,1681978433502
9932.0,6142.0,0.0,1681978433550
7474.0,5632.0,0.0,1681978433599
8396.0,7270.0,0.0,1681978433647
11776.0,6450.0,0.0,1681978433696
11878.0,5016.0,0.0,1681978433745
11264.0,6962.0,0.0,1681978433794
10546.0,6552.0,0.0,1681978433843
13106.0,8704.0,0.0,1681978433891
9216.0,3992.0,0.0,1681978433940
11058.0,6246.0,0.0,1681978433988
11774.0,5118.0,0.0,1681978434037
13106.0,8600.0,0.0,1681978434086
12184.0,4608.0,0.0,1681978434134
10034.0,9318.0,0.0,1681978434183
9010.0,5630.0,0.0,1681978434231
13516.0,5120.0,0.0,1681978434280
12286.0,8908.0,0.0,1681978434329
12082.0,7474.0,0.0,1681978434377
9830.0,7270.0,0.0,1681978434426
10034.0,5630.0,0.0,1681978434474
11468.0,5734.0,0.0,1681978434523
