"4","-1","1681979125857"
"4","60","1681979126327"
"4","61","1681979449043"
"4","62","1681979497521"
"4","63","1681979711500"
"4","64","1681979843449"
"4","65","1681980010989"
"4","-2","1681980015602"
"3","-1","1681980891199"
"3","24","1681980893892"
"3","25","1681980903979"
"3","26","1681980928851"
"3","27","1681980938187"
"3","28","1681980960453"
"3","29","1681980968094"
"3","30","1681981038806"
"3","31","1681981047001"
"3","32","1681981118586"
"3","33","1681981125946"
"3","34","1681981144164"
"3","35","1681981153498"
"3","36","1681981234690"
"3","37","1681981244603"
"3","38","1681981266113"
"3","39","1681981276656"
"3","40","1681981376793"
"3","41","1681981390077"
"3","42","1681981421301"
"3","43","1681981429577"
"3","44","1681981455737"
"3","45","1681981464641"
"3","46","1681981532853"
"3","47","1681981539829"
"3","48","1681981572513"
"3","49","1681981578177"
"3","50","1681981593289"
"3","51","1681981600730"
"3","52","1681981617485"
"3","53","1681981625680"
"3","54","1681981643746"
"3","55","1681981654163"
"3","56","1681981674959"
"3","57","1681981684702"
"3","58","1681981704401"
"3","59","1681981713266"
"3","-2","1681981714578"
"1","-1","1681981765434"
"1","1","1681981767084"
"1","2","1681981772822"
"1","3","1681981776230"
"1","4","1681981782875"
"1","5","1681981786770"
"1","6","1681981788288"
"1","7","1681981791791"
"1","8","1681981794805"
"1","9","1681981803469"
"1","10","1681981808532"
"1","11","1681981812155"
"1","12","1681981816387"
"1","13","1681981820260"
"1","14","1681981823712"
"1","15","1681981825255"
"1","16","1681981830290"
"1","-2","1681981832060"
"2","-1","1681981862776"
"2","17","1681981863362"
"2","18","1681981886748"
"2","19","1681981892376"
"2","20","1681981898359"
"2","21","1681981906588"
"2","22","1681981910824"
"2","23","1681981912709"
"2","-2","1681981913908"
